TEST_NAME	MEASUREMENT_UNIT	TEST_ID	n_subjects
crp-vier	NA	602040	46
diabetes	NA	10419	46
u-alb/kre,u-alb/krea	NA	601384_1	46
s-ranao3e	u/ml	13503	46
s-metnef	NA	644324	46
s-usteki	mg/l	9022	46
s-borrab	NA	2895127	46
du-vm	ml	9527	46
s-hav-abg	NA	1601	46
p-k-vt	NA	629757	46
s-ascaba	NA	9366	46
fs-ttpak13	NA	10473	46
p-b12-vit	pmol/l	7010576	46
p-inr-oma	NA	614667	46
fp-trans	g/l	617692	46
s-mypn-abg	eiu	4150	46
la-t-cd3	e9/l	13432	46
s-borreliaburgdorferi,igmvasta-aineet	NA	4096	46
b-pvk+t	NA	2473	46
s-ccpab	NA	600837	46
-micanho	NA	11042	46
s-t3ab	NA	3257	46
p-vprobnp	ng/l	4760	46
-derynho	NA	11040	46
fp-kol-pak	NA	20006	46
p-trigly	mmol/l	603239	46
s-prlmakr	NA	607084	46
pt-obd-1	NA	6004069	46
s-shbg	nmol/l	2102737	46
vb-o2sat1	%	23074	46
p-cl	mmol/l	1605012	46
s-skleroderma70,vasta-aineet	NA	3765	46
-epflnho	NA	11043	46
i-staturea	NA	akiea0051	46
u-gcnho	NA	1724	46
p-t4v	NA	102836	46
s-infliab	au/ml	11094	46
pika-tnt	NA	100006	46
s-kipa	NA	VI0837	46
la-t-cd4	e9/l	13434	46
ekg,oma(pt-ekg-oma)	NA	9526	46
s-chlamydiapneumoniae(twar),igmvasta-aineet	NA	4204	46
s-rarah3e	u/ml	7318	46
s-stpn4	NA	8250	46
s-w-h:i	NA	9335	46
s-stpn8	NA	21225	46
sy-syto	NA	4421	46
s-maksaab	NA	9033	46
s-nglym5e	NA	13505	46
p-cea	NA	648786	46
s-chlamydiapneumoniae,(twar),vasta-aineet	NA	4955	46
-generik	form	92500	46
s-ohrajae	u/ml	458	46
saag	g/l	12897	46
l-neutrofiilit	%	679	46
8688	NA	8688	46
oma-u-tutk,u-alb	NA	259_U-ALB	46
p-na-vt	NA	629738	46
p-gluk1h	mmol/l	600031	46
u-kemseul,u-gluk-o	NA	1881_U-GLUK-O	46
s-stpn1	NA	8527	46
b-cya2	ug/l	8776	46
fs-ttpak-8	NA	10482	46
s-dheas	NA	3003166	46
s-cenp	NA	20154	46
sla/lp	NA	13323	46
b-kdiffi,baso	%	627978_5	46
s-clteabg	NA	138	46
b-hbpika	NA	91552	46
p-ca	NA	5593328	46
p-ld	u/l	104526	46
b-dnakuy	NA	54925	46
b-kdiffi,eos	%	627978_4	46
p-inr-vt	NA	621377	46
s-prot	g/l	0080	46
s-hcv-abg	NA	3815	46
paino	kg	12	46
p-gluk	mmol/l	0875	46
s-pölyryh	NA	3000400	46
b-myocap	NA	92559	46
u-kemseul,u-keto-o	NA	1881_U-KETO-O	46
sk-ihottumanäytteenhistologinentutkimus	NA	4184	46
b-hba1cvt	NA	165	46
u-un�k�-o	NA	2850	46
s-ssaab	NA	103322	46
sieni,viljely(syväsieniviljely,sisältääväräjyksen)	NA	3508	46
mchc	NA	0032	45
s-norklot	nmol/l	4208	45
du-metnef	NA	6002336	45
ts-pad-4	NA	620140	45
trpaab	NA	628242	45
s-fenytv	NA	4735	45
crp-pika	NA	934	45
e-plasnho	NA	21832	45
pt-glukoosi-koe,oraalinen,raskausajandiabetes	NA	4800	45
b-hb-hy	NA	9969	45
pt-kauvduä	NA	2897445	45
f-mm-touk	NA	9620	45
-bopenho	NA	3004345	45
kalsium,ionisoitunut(7.4),seerumi	NA	5099	45
b-hcmmut	NA	23099	45
s-ssbab	NA	609617	45
hoibendi-o	NA	91178	45
-papactgc	NA	10631	45
s-rarah1e	u/ml	7317	45
e-coomc3d	NA	7930	45
s-havtot	NA	3017728	45
du-normet	NA	6002406	45
basof	NA	11582	45
-strvi	NA	617743	45
li-igg-oc	NA	610779	45
li-pi13abg	NA	8283	45
sy-neut+eo	NA	0272	45
b-vrabtu5	NA	2900708	45
sapovirus,nukleiinihaponosoittaminen(kval),ulosteesta	NA	14160	45
s-p-anca	titre	54097	45
pt-enmg-3	NA	3945338	45
b-ghb-a1c	%	604133	45
li-unäkö-s	NA	791	45
pt-pol-amb	NA	1784	45
p-k	NA	4020	45
tuberkuloosibakteeri,värjäysjaviljely,ysköksestä	NA	8578	45
p-tnt	NA	10010913	45
s-koiranhilse(e5),ige-vasta-aineet	u/ml	7040	45
s-parvabg	NA	604212	45
p-c4	g/l	1605008	45
s-hepatitisbvirus,c-antigeeni,vasta-aineet	NA	1606	45
s-testo-vl	NA	8408	45
sinkkipunasoluista	umol/l	8208	45
du-k	NA	3001994	45
-cmvnh	iu/ml	1715	45
u-partik,eryt(viite<10)	NA	609823_1	45
adenovirus,nukleiinihaponosoittaminen(kval),ulosteesta	NA	14158	45
epstein-barrvirus(ebv),nhkvantitatiivinen,plasmasta	NA	4775	45
s-allige,hevonen(hilse)/häst(mjäll)	NA	9233	45
s-prealb	mg/l	1102494	45
p-tt	%	41731	45
kipa-paketti	NA	9202	45
s-fusmone	u/ml	13610	45
s-psa-v/t	NA	10087	45
du-prot	mg	2102513	45
li-laktteh	NA	10662	45
sy-gran	%	0272	45
s-sterol	NA	6418	45
u-albkre	NA	600068	45
p-probnp	ng/l	600744	45
sy-lymf	%	0283	45
s-sikiönkehityshäiriöidenseulonta,ensimmäinentr	NA	4548	45
s-borrab	NA	4003552	45
terveelläsydämellätöihinprojekti	NA	99678	45
kaura,ruok	NA	982	45
fs-tth4	NA	10474	45
s-sumrisp	nmol/l	12195	45
s-ebvabg	u/ml	6001336	45
s-zn	umol/l	10123	45
b-leukosyytit,erittelylaskenta(ko)	NA	2225	45
pt-glukoosi-koe(glukoosirasitus),oraalinen,lyhyt	NA	1483	45
s-ipro	mmol/l	3848	45
s-hepyaba	responseequivalent	3953	45
p-glukoosi	NA	1473	45
vb-ahco3	NA	0137	45
b-kdiffi,b-neut	e9/l	627978_6	45
b-crp-o	NA	9100	45
p-pi	mmol/l	2605327	45
b-kdiffi,b-monos	e9/l	627978_8	45
b-ko/adp3	s	10376	45
p-probnpvt	ng/l	648054	45
p-digoks	NA	4825	45
s-ck-bb	NA	8689	45
syt-onb	NA	3990	45
p-gluk-0	mmol/l	2629420	45
bakteeri,viljely,ysköksestä	NA	3493	45
suppealeikkausnäyte,kudosnos	NA	4056	45
s-mpn-abm	NA	4151	45
chl.trachomatisjan.gonorrhoenukleiinihappo(kval	NA	1738	45
p-t3-v	pmol/l	629270	45
p-probnp(ksks)	NA	4760	45
huumausaineseula	NA	9050	45
s-hcg-b-v	NA	10015259	45
ulosteenripulivirukset,nukleiinihaponosoittaminen(kval)	NA	14120	45
vp-hco3st	mmol/l	45142	45
sy-mononuk	NA	0283	45
b-aborhn	NA	0990	45
ly-t-auttajasojenosuus	%	50012	45
u-iglck	NA	6260	45
p-luteinisoivahormoni	u/l	50376	45
b-kdiffi,b-lymf	e9/l	627978_7	45
eos	NA	1600137	45
fp-transf	NA	0802	45
emäsylimäärä,valtimoveri	NA	5382	45
f-paranho	NA	629992	45
tyroksiini,vapaa(t4v)	NA	4832	45
s-vak.näy	NA	19884	45
11842	u/l	11842	45
11843	u/l	11843	45
s-dsg1ab	u/ml	4805	45
neut	NA	622474	45
laskennallinenpunasoluindeksi/vitascreen	%	9120	45
kissae	NA	9842	45
u-eryt	NA	0340	45
p-troponiinit,vieritutkimus	NA	11332	45
pt-hiki-r	mmol/l	3045	45
s-pappa	NA	10015260	45
pt-glukr02	NA	12234	45
p-amylp	NA	3658222	45
s-stpn19f	NA	8255	45
ps-streptococcuspyogenes(a),antigeeni	NA	3635	45
b-vasp	NA	20644	45
s-fascab	NA	1846	45
s-sakspäe	NA	23293	45
pt-notto3	NA	7022992	45
s-timoteinsiitepöly,igevasta-aineet	NA	53133	45
s-stpn23f	NA	8256	45
p-c-reaktiivinenproteiini	NA	1217	45
mb-be	mmol/l	5429	45
s-kortisoli	nmol/l	2129	45
happamuus	NA	8523	45
s-tr2seul	NA	619727	45
vb-o2sat	%	45360	45
oma-tnt	NA	625875	45
mb-be	NA	5429	45
du-prot	mg	1102513	45
-bopanho	NA	7368326	45
s-äit-seula	NA	11590	45
b-gluk-pi	mmol/l	604478	45
np-päivinf	NA	627533	45
gastroskopiakoepalat	NA	4043	45
mch	NA	0031	45
f-kystat	NA	9619	45
s-trypt	ug/l	23113	45
s-okarba	umol/l	3097	45
b-glukhoi	mmol/l	8512	45
s-tygl	NA	7370302	45
paksupisar	NA	9198	45
ly-cd19	NA	11052	45
b-t-cd4,t-auttajasolut	e9/l	50005	45
-parenho	NA	13441	45
liuskatumaisetneutrofiilit	%	612	45
s-hcgbv	NA	627353	45
s-ihovab	NA	3001658	45
s-caion7.4	NA	45039	45
uniapnea-analysointi	NA	9997	45
u-partik,leuk(viite<5)	NA	609823_2	45
folaatti	nmol/l	1416	45
s-ca-ion	NA	623482	45
ruis,ruoka	NA	980	45
s-ebvabg	NA	9214	45
b-kdiffi,b-eos	e9/l	627978_9	45
astrovirus,nukleiinihaponosoittaminen(kval),ulosteesta	NA	14159	45
s-anplabg	NA	6076	45
cb-gluk	mmol/l	1103616	45
dna,vasta-aineet(natiivi)	kiu/l	12610	45
ulosteenripulivirukset,nukleiinihaponosoittaminen(kval)	NA	14157	45
p-nest-vt	NA	629737	45
b-kdiffi,b-baso	e9/l	627978_10	45
s-dengabg	NA	613100	45
ca-inona,aktuaalinenpitoisuus	mmol/l	8524	45
s-trspab.	NA	8023	45
b-neutrofiilitabsoluuttinenarvo	e9/l	3238	45
b-kdiffi,neut	%	627978_1	45
s-zikaabm	NA	21551	45
f-porf	NA	2489	45
streptokokkia	NA	19908	45
s-leukab1	NA	9810	45
s-schiaab	NA	8117	44
ab-pco2	NA	1001621	44
u-levyep	NA	12679	44
s-venlaf	NA	601621	44
u-ctgcnho	NA	614763	44
p-gluk-po	NA	50284	44
s-afosluu	u/l	8727	44
neutrofiilit+eosinofiilit,nivelneste	NA	272	44
ts-pad-2	NA	104055	44
-para-o	NA	2456	44
pt-klr-pje	NA	102063	44
s-ca12-5	u/ml	1103414	44
s-ttgabg	NA	606989	44
p-prostataspesifinenantigeeni,suh.sis.paketin	NA	4868	44
s-homeer	u/ml	1600117	44
vb-hbo2sat	%	1531	44
s-plasab	NA	2317	44
s-hcgo-lb	NA	3449	44
b-xveri	NA	10569	44
oma-inr	NA	642683	44
b-retik	e9/l	1604741	44
u-kemseul,u-hb-o	NA	1881_U-HB-O	44
baso	NA	622476	44
l-lymf	%	0495	44
b-neut	NA	0426	44
b-hla-bw	form	22005	44
s-teofy	NA	3002733	44
oma-pt-spi	NA	1601508	44
s-cer4/3	umol/l	10569	44
b-hemafc	form	3744	44
s-mpoabgk	NA	9377	44
b-k-pt	mmol/l	23250	44
ab-pco2(t)	NA	11126	44
vb-o2-sis	%	1531	44
-chtrnho	NA	603099	44
-cea	NA	6157	44
ts-padtria	NA	22100	44
p-tt-inr	NA	600629	44
s-cer3	umol/l	10565	44
e-retik-k	%	1600544	44
s-cer1	umol/l	10563	44
pt-kohrr	NA	10766	44
fl-baktvr	NA	4076569	44
s-dpteroe	NA	440	44
u-metadoni(kval)	NA	2335	44
p-vwf-ag	%	3004031	44
s-cer4	umol/l	10566	44
pt-glukr1g	NA	4800	44
s-vzvab	NA	2607269	44
s-trpaab	NA	7010442	44
u-suhtihu	NA	11889	44
s-vzvabm	NA	2602183	44
ama-m2	NA	13316	44
s-borrab	NA	606179	44
vp-gluk-0h	mmol/l	9110	44
vb-pco2	kpa	1531	44
e-retik	%	610007	44
s-testovl	NA	2629045	44
s-dt4v	pmol/l	638	44
60mgluk	mmol/l	0134	44
s-filaab.	NA	8119	44
b-hepartp	u/ml	4399	44
ab-hco3-st	NA	1000153	44
-sytol	NA	3053	44
pf-c4	NA	3298	44
u-prot	NA	9710	44
f-cldtnho	NA	637231	44
n-otto	NA	555	44
e-vr-ty2	NA	20967	44
jääleike	NA	4051	44
s-tyrab	NA	10121	44
u-albkre	mg/mmol	1045	44
s-cer1/3	umol/l	10567	44
hyal.cyl.	NA	0921	44
tnlpika	NA	8583	44
p-prostataspesifinenantigeeni,kokonais	ug/l	0588	44
ohutneulabiopsiatutkimus	NA	3990	44
b-lymfosyytit,t-cd4-solut	e6/l	10979	44
fs-kol	mmol/l	6428	44
u-eryt	u/field	3001344	44
u-prot	mg/l	3002519	44
u-kemseul,u-nitr-o	NA	1881_U-NITR-O	44
s-ccpab	NA	10011443	44
u-phhu	NA	11887	44
-mygenho	NA	633360	44
vb-het-ion	NA	649944	44
mononukleaarisetsolut,nivelneste	NA	283	44
pf-leuk	e9/l	2220	44
eo	NA	622477	44
p-probnp	ng/l	603142	44
s-pölyryhmä	u/ml	9303	44
vp-gluk-2h	mmol/l	9112	44
s-golimpa	NA	10417	44
s-trpaab.	NA	12558	44
s-mypnabm	s/co	609674	44
s-chlamydiapneumoniae,iggvasta-aineet	au/ml	4294	44
p-d-25	NA	646207	44
pt-gluk2h	mmol/l	609784	44
s-hopoigg	NA	8444	44
s-schimab	NA	8118	44
pt-gluk0h	mmol/l	609783	44
s-cer2	umol/l	10564	44
-hiiva,viljely	NA	1628	44
fb-b6-vit	NA	6080	44
fs-rf	iu/ml	103550	44
s-leukab2	NA	9811	44
s-b12-vitamiini,transkobalamiiniii:eensitoutunut,seerumista	pmol/l	1142	44
s-scl70-ab	NA	3765	44
p-tntpika	ng/l	6500	44
f-noroag	NA	8156	44
cb-gluk	NA	103616	44
s-campaba	u/ml	4499	44
crpvieritesti	NA	9309	44
pt-konsn-2	NA	4133	44
s-ige2ruo	NA	602668	44
sprvkiire2	NA	50356	44
se-bil	NA	10203	44
s-hepaabc	NA	0580	44
u-alb-lb	NA	9158	44
u-kemseul	NA	9705	44
cb-emäsylimäärä	mmol/l	10084	44
b-rchr	pg	1600545	44
p-crp-oma	NA	9600	44
s-gpenige	u/ml	406	44
p-probnp	ng/l	619582	44
l-monosyytti	%	693	44
hepatiittib-virustutkimus	NA	17602	44
vb-po2	kpa	1531	44
vyötärönympäryys	cm	15	44
p-ck	u/l	104517	44
b-malarv	NA	130	44
b-cftr-d	NA	4643	44
s-hivagab	NA	10014534	44
s-pensppg	NA	8429	44
p-gluk	NA	603125	44
u-porf-o	NA	2493	44
p-c3	g/l	1605007	44
120mgluk	mmol/l	0135	44
s-testo	nmol/l	1002735	44
pd-mononuk	%	13401	44
s-cer2/3	umol/l	10568	44
p-probnp	ng/l	625494	44
0mgluk	mmol/l	0132	44
ab-be	NA	1000150	44
s-yersabg	responseequivalent	2987	44
l-monos	NA	50125	44
f-kporf	nmol/g	2115	44
u-kreahu	NA	11888	44
s-valpro	umol/l	3681	44
s-estdio	NA	1366	44
-gcnho	NA	601930	44
b-leuk	e9/l	12218	44
b-ldlre-d	NA	610955	44
pt-fibrosis-4indeksi	NA	50557	44
p-tpoab	NA	643961	44
pt-gluk-r6	mmol/l	1471	44
u-kemseul,u-suhti	NA	1881_U-SUHTI	44
s-tocaab.	NA	8024	44
p-iga+g+m	NA	23408	44
ts-padlisä	NA	4058	44
p-tt-spa	NA	11731	44
s-veriläh	NA	08947	44
no/an	NA	602295	44
s-ana-ty	NA	13755	44
l-mono	%	0494	44
s-sänka	NA	2203	44
s-psa-suh	NA	646582	44
s-raab	NA	1630964	43
as-solut	NA	622540	43
u-leuk	NA	0341	43
u-alb-mi	mg/l	624854	43
bioneuvola	NA	629809	43
vp-gluk-1h	mmol/l	9111	43
s-eläiner	NA	3000501	43
f-noronho	NA	9566	43
sy-leuk	e6/l	2103080	43
b-ko/adp1	NA	10374	43
u-huume-4a	NA	10214	43
u-kemseul,u-leuk-o	NA	1881_U-LEUK-O	43
s-yersinia,igg-vasta-aineet	NA	2987	43
fp-transf	NA	600492	43
veriryhmävasta-aineet,seulonta	NA	29530	43
s-tygl	NA	1002828	43
21780	NA	21780	43
s-kissae	u/ml	0903	43
pika-virts,u-ph	NA	602140_5	43
s-hepatitisc-virus,vasta-aineet	NA	3815	43
tromboplastiiniaika,inr-tulos	NA	4520	43
s-venlaf	NA	1958	43
b-eos	NA	603117	43
s-ttgabg	NA	4001886	43
infa09nho	NA	5589973	43
-extra	NA	0080	43
s-klobat	umol/l	3854	43
s-allige,gliadiini,vehnä	NA	5707	43
u-albkrea	NA	1630744	43
b-tnt-o-p	NA	5017733	43
influenssaa,b,rsvosoitus(kval),hoitoyksikönvieritesti	NA	9976	43
p-antitro	%	1103	43
f-rotanho	NA	49404	43
b-sekvy-d	NA	92563	43
l-metamyelosyytit,mikroskopointi	%	10473	43
u-pneuag	NA	1605292	43
leuk-vt	NA	873	43
u-tryp2-o	NA	26007	43
cu-alb	ug/min	614983	43
kalsium,ionisoitunut,ph7.4korjattu	mmol/l/p	9010	43
p-hepg	NA	18604	43
sy-diffi	NA	2103129	43
b-gluk-pika	mmol/l	604478	43
-cand	NA	0031	43
pt-ekg-o2w	NA	20957	43
u-alb/kre	NA	600068	43
s-borreliaburgdorferi,vasta-aineet	NA	3552	43
keliakiatutkimus,medium	NA	652	43
pika-virts,u-leuk-o	NA	602140_8	43
p-t4-v	NA	616652	43
s-pappa	NA	603152	43
11846	u/l	11846	43
rs-virus,nukleiinihappo(kval)	NA	96198	43
s-homeryh	u/ml	445	43
fp-trfesat	NA	600490	43
s-infaabg	NA	4419	43
s-maitoe	NA	1605106	43
s-enkefab	NA	21780	43
p-at3	%	41103	43
s-havabg	NA	1101601	43
u-syto	NA	104078	43
s-om5glie	u/ml	9542	43
b-mono	NA	1602923	43
p-probnpvt	ng/l	11330	43
sy-mononuk	%	0283	43
s-gliade	NA	92548	43
s-hevonee	u/ml	0905	43
b-retik	NA	1665660	43
b-veriryhmä,vasta-aineet,tunnistus(nla-näytteet)	NA	2955	43
s-amokige	u/ml	483	43
s-raiheie	NA	7000	43
pika-virts,u-prot-o	NA	602140_6	43
s-koivue	u/ml	0900	43
f-kystat	NA	12275	43
pika-virts,u-hb-o	NA	602140_4	43
u-makrof	NA	0622	43
s-sumrisp	NA	12195	43
s-kipa	NA	10092	43
p-afos	u/l	1604614	43
s-ca-ion	mmol/l	623482	43
s-mkomp-2	NA	9983	43
p-pc	%	43435	43
pt-nnoex	NA	6304	43
p-hcvnh	iu/ml	6501	43
u-kemseul,u-prot-o	NA	1881_U-PROT-O	43
pika-virts,u-gluk-o	NA	602140_1	43
pt-rr-pa	NA	1103914	43
pika-virts,u-keto-o	NA	602140_2	43
-trich	NA	0032	43
p-ldl-kolesteroli,lipidit,eipaasto	mmol/l	4599	43
ghbpika	NA	1559	43
pt-uflores	NA	4740	43
f-astrnho	NA	49402	43
p-prl	mu/l	1002507	43
s-cladhee	u/ml	0907	43
u-tramact	NA	4762	43
sy-neut+eo	%	0272	43
s-karba	umol/l	102027	43
pf-ada	u/l	0668	43
b-ko/adp2	NA	10375	43
s-testosteroni,seerumista	nmol/l	2735	43
14187	NA	14187	43
f-noronho	NA	14121	43
s-golim	mg/l	50467	43
f-calpro	ug/g	602508	43
pika-virts,u-suhti-o	NA	602140_3	43
pika-virts,u-nitr-o	NA	602140_7	43
s-pujoe	u/ml	0902	43
np-päivinf	NA	5589972	43
s-hbvpak	NA	3017602	43
s-mitoab	NA	2102357	43
hcgb-v/hcg	NA	11314	43
u-levyep	NA	4078689	43
p-korsol	nmol/l	1002129	43
am-dnamut	NA	9825	43
fp-fe	NA	600491	43
p-mg	mmol/l	606097	43
s-hbcabm	NA	1103347	43
f-saponho	NA	49403	43
11606	NA	11606	43
s-ohkarba	umol/l	3003957	43
p-tpoab	NA	615462	43
pt-lt07	NA	11100	43
s-hcg-b-v	NA	603151	43
s-chikabg	NA	20689	43
-vks/vcs	NA	9964	43
b-inrvieri	NA	9040	43
p-asat	u/l	1654691	43
p-inr	NA	1603658	43
s-fusmone	NA	13610	43
huumepaketti4a	NA	9211	43
u-pienepiteelisolut	e6/l	20525	43
pf-laktaat	NA	780	43
b-nipttri	NA	5592108	43
b-hbpvk	g/l	0300	43
s-mkomp-4	g/l	1606733	43
s-sertral	nmol/l	1937	43
21623	ug/l	21623	43
fs-transf	g/l	620317	43
s-adaliab	au/ml	11092	43
p-fidd,t	NA	609431	43
s-siliab	NA	2102634	43
glukoosi(hoitaja)	NA	akivo0004	43
fp-gluk/pika	NA	2606304	43
s-cu	NA	3002170	43
p-kolesteroli,highdensitylipoproteiinit	mmol/l	4516	43
b-hb	NA	1627313	43
fs-pth	ng/l	102457	43
u-huum-o	NA	2104221	43
lausunto	NA	10703	43
s-mkomp-2	g/l	1606731	43
vb-thb	g/l	7035925	43
f-adennho	NA	49405	43
s-timotee	u/ml	0901	43
-lisävast	NA	5006	43
b-blapcr	NA	10911	43
p-nest-vt	NA	624015	43
s-mkomp-3	g/l	1606732	43
b-calr-d	NA	649420	43
s-allige,pujo/grabo	u/ml	9231	43
bm-fuus-mr	NA	9640	43
pt-ekg-pika	NA	119	43
b-peth	umol/l	649087	43
pt-pleur-t	NA	5083	43
b-fosfatidyylietanoli	umol/l	11663	43
fp-reninm	mu/l	7368124	43
-povnh	NA	8595	43
bm-resid	NA	50088	43
b-pvk+tp	NA	628338	43
s-koirae	u/ml	0904	43
mittaustulos(pmol/l)	NA	Mit1081	43
p-khoi	mmol/l	8533	43
inrpika	NA	0116	43
s-enaabla	NA	09661	43
s-dpteroe	u/ml	0906	43
aspartaattiaminotransferaasi	u/l	4591	43
u-ds7	NA	10214	43
s-ebvabm	NA	1101337	43
äitiysneuvoloideninfektioseulontapaketti	NA	8602	42
phadiatop	NA	600162	42
-koronavirusnl63,nukleiinihappo	NA	54310	42
sprv-laus	NA	3945782	42
pika-leuk	NA	100023	42
s-pemfiab	NA	617818	42
s-meoh	mmol/l	2340	42
c-reakt.prot,oma	NA	5002	42
u-jodidi	ug/l	1984	42
hpvaptimapanther,apututkimustulostensiirtoon	NA	54989	42
s-entlyse	u/ml	20254	42
s-ld-3	%	10068	42
uv-vekaas	NA	4178	42
b-inr-pika	NA	2630673	42
p-rasuraat	NA	11781	42
p-tni	ug/l	104361	42
b-eryt	NA	1627312	42
s-ld-4	%	10069	42
s-ebvabg	NA	1101336	42
trijodityroniini,vapaa,plasmasta	pmol/l	6362	42
s-normet	nmol/l	7370226	42
infbag	NA	4416	42
li-borrab	NA	3003975	42
ly-lymfosyytit,t-cd4/cd8-suhde	NA	10976	42
ab-krea-hy	umol/l	8914	42
ivf	NA	IVF1762	42
s-puumabm	NA	4521	42
f-paranho.	NA	30451	42
monosyytit	%	0022	42
s-munavae	NA	53089	42
p-vwfpaiv	%	16334	42
s-allige,omega-5gliadin	NA	5595	42
f-norovirus,nukleiinihappo(kval)	NA	4940	42
p-psa	NA	626022	42
s-perfen	NA	3099	42
li-muut	e6/l	5069	42
p-bnp	NA	3966619	42
l-eos	%	100492	42
testosteroni,osatutkimus	nmol/l	2735	42
p-tnt	NA	641033	42
ly-cd4+8+	NA	9894	42
somaattistenmutaatioidenngs-tuumoripaneeli(15geeniä)	NA	92540	42
u-krea	mmol/l	198	42
s-paprike	u/ml	7083	42
p-afos	NA	609274	42
leukosyytit,vieritutkimus	NA	873	42
b-baso	NA	603118	42
pika-hb	g/l	100021	42
p-prot	g/l	45024	42
s-pähcome	NA	10640	42
u-osmoie	mosm/kgh2o	11821	42
u-osmole	mosm/kgh2o	3945815	42
s-chlamydiapneumoniae,igmvasta-aineet	NA	4204	42
s-ca-i7.4	mmol/l	648982	42
p-gluk-vt	mmol/l	3616	42
p-ca-albk	mmol/l	5568692	42
s-desvenl	nmol/l	8204	42
s-rgadc1e	u/ml	7341	42
s-stpn14	NA	8253	42
pt-fvspiro	NA	6006	42
p-vwf-ty	NA	4262	42
s-soijae	NA	53129	42
u-prot-fr	NA	4002523	42
s-dengag	NA	631680	42
neutrofiilit	%	0238	42
f-transf3	NA	0453	42
b-trfupfa	NA	3125	42
ts-myelmut	NA	23579	42
plasmanc-reaktiivinenproteiiniosoitus	NA	61216	42
pt-glukoosirasitus-0arvo	mmol/l	1471	42
s-sentbab	u/ml	8908	42
s-ca-iona	mmol/l	648983	42
p-igg	g/l	604930	42
b-tb1	NA	652302	42
uv-hetashb	NA	22075	42
b-fidd-o	mg/l	4114	42
s-kissae	u/ml	2600040	42
oma-keto	NA	615961	42
s-cytomegalovirus,igmvasta-aineet	NA	4169	42
f-baktvi2	NA	3003443	42
-rsvnho	NA	7022925	42
c-reaktiivinenproteiini-pika(4594crp-pika)	NA	9011	42
s-chpnabg	eiu	604275	42
bio-nla-s	NA	629812	42
s-viseabg	au/ml	20607	42
b-tb2	NA	652303	42
blastit	%	674	42
lymfosyytit	%	0021	42
-neisseriagonorrhoeae,nukleiinihappokotona(kval)	NA	10250	42
b-hb-a1c	%	7010327	42
b-leuk	NA	1627311	42
s-ana-ty	NA	13756	42
-infanho	NA	1632025	42
b-nil	NA	652301	42
l-ly	NA	103223	42
b-trom	NA	1627316	42
hemoglobiinivastaanotolla	NA	1552.	42
bio-nla-b	NA	629810	42
u-krea	mmol/l	0458	42
pt-mslt	NA	1299	42
b-fidd-o	NA	3939	42
bm-fip1l1	NA	12319	42
pt-glukoosirasitus-2h	mmol/l	1471	42
pt-lt08	NA	11100	42
du-uraat	umol	2883	42
pf-ada	u/l	13662	42
-koronavirusoc43,nukleiinihappo	NA	54309	42
fb-b1-vit	NA	619594	42
s-koirae	u/ml	2600041	42
p-natriureettinenpeptidi,b-tyypinn-termin.prop	ng/l	4617	42
s-mkomp-4	NA	5597581	42
potilasmittaringlukoosi,sensori	mmol/l	14039	42
s-ena	NA	9292	42
b-morfo	NA	102643	42
u-omactgc	NA	54966	42
fc-glu-o	mmol/lliuska	616389	42
s-timotee	u/ml	2600032	42
s-suolist	u/l	11844	42
s-cladhee	u/ml	2607085	42
nu-porf	NA	6332	42
u-lieriöt	NA	40527	42
pika-hb	g/l	623755	42
b-vrabtsp	NA	615762	42
ts-pad-ih	NA	104191	42
b-crp	NA	10001	42
bio-nla-p	NA	629811	42
s-prostataspesifinenantigeeni	ug/l	3642	42
pt-gluk-r5	NA	3716	42
e-mcv	NA	1627314	42
pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	ml/min/173m2	12200	42
ts-hs1mut	NA	21316	42
s-psa-suh	NA	104637	42
spr-nla	NA	628401	42
pf-ph	NA	0010	42
p.-trombai	s	1607052	42
s-vedol	NA	6573	42
ps-streptococcus,viljely(hemolyyttisetstreptok)	NA	2703	42
p-tt.	%	1607005	42
s-psolab	titre	2459	42
pt-glukoosikoe,oraalinen,lyhyt(0,2h)	NA	20271	42
b-mito.	NA	652304	42
p-kol-hdl	mmol/l	603222	42
l-monos	NA	103230	42
b-ca++-v	mmol/l	0142	42
b-molbiol	NA	50087	42
b-farml-d	NA	8807	42
pco	NA	07926	42
s-aurpulg	NA	8419	42
f-noroag	NA	12528	42
bm-fuus2-r	NA	13113	42
pt-eneg-2	NA	620838	42
e-mch	NA	1627315	42
p-fviii	NA	1001097	42
gi-alueennäytteenhistologinentutkimus,laajaleikkauspreparaatti	NA	6147	42
vb-shco3	mmol/l	0084	42
s-ph	NA	648984	42
mna-pitkä	NA	608155	42
hemoglobiini,kapillaariverestäotettu	NA	0112	42
u-muuta1	NA	0158	42
s-paroabg	titre	1772	42
ts-padsuu	NA	7378089	42
ps-straagp	NA	9232	42
pt-psg-et	NA	3543	42
b-xkoe	NA	1102935	42
bm-asoal-d	NA	11828	42
pt-lt09	NA	11100	42
s-ld-2	%	10067	42
crppikatutkimusoma	NA	1216	42
p-bil	NA	2605325	42
p-at-jatk	%	21563	42
ly-cd4-8-	NA	9893	42
b-vrabtu5	NA	3945778	42
-chlamydiatrachomatis,nukleiinihappokotona	NA	10249	42
