id,source,abbreviation,abbreviation_source,name_fi,name_se,unit,source_concept_id,concept_id_omop_grouped
23234,LABfi_TMP,b-pco2-vt,B -pCO2-Vt,"Hiilidioksidiosapaine, hoitoyksikön vieritesti, veri",NA,kPa,NA,NA
23235,LABfi_TMP,b-po2-vt,B -pO2-Vt,"Happiosapaine, hoitoyksikön vieritesti, veri",NA,kPa,NA,NA
23236,LABfi_TMP,b-tco2-vt,B -TCO2-Vt,"Totaalihiilidioksidi, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23237,LABfi_TMP,b-hco3-vt,B -HCO3-Vt,"Bikarbonaatti, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23238,LABfi_TMP,b-be-vt,B -BE-Vt,"Emästase, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23239,LABfi_TMP,b-so2-vt,B -sO2-Vt,"Happisaturaatio, hoitoyksikönvieritesti, veri",NA,%,NA,NA
23240,LABfi_TMP,b-cl-vt,B -Cl-Vt,"Kloridi, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23241,LABfi_TMP,b-urea-vt,B -Urea-Vt,"Urea, hoitoyksikön vieritesti,veri",NA,mmol/l,NA,NA
23242,LABfi_TMP,temp,Temp,Potilaan lämpötila,NA,C,NA,NA
23243,LABfi_TMP,b-egfr-vt,B -eGFR-Vt,"Glomerulussuodosnopeus estim.,hoitoyksikön vieritesti, veri",NA,ml/min/A,NA,NA
23244,LABfi_TMP,nlaatu,NLAATU,Näytteen laatu,NA,,NA,NA
23245,LABfi_TMP,b-angapvt,B -AnGapVt,"Anionivaje, hoitoyksikön vieritesti, veri",NA,mmol/l,NA,NA
23247,LABfi_TMP,b-hb-pt,B -Hb-PT,"Hemoglobiini, pikatesti, veri",NA,g/l,NA,NA
23249,LABfi_TMP,b-na-pt,B -Na-PT,"Natrium, pikatesti, veri",NA,mmol/l,NA,NA
23250,LABfi_TMP,b-k-pt,B -K-PT,"Kalium, pikatesti, veri",NA,mmol/l,NA,NA
23251,LABfi_TMP,b-gluk-pt,B -Gluk-PT,"Glukoosi, pikatesti, veri",NA,mmol/l,NA,NA
23281,LABfi_TMP,b-tnt-pt,B -TnT-PT,"Troponiini T, pikatesti, veri",NA,ng/l,NA,NA
23282,LABfi_TMP,b-inr-pt,B -INR-PT,"Tromboplastiiniaika, pikatesti, veri",NA,inr,NA,NA
23283,LABfi_TMP,b-fidd-pt,B -FiDD-PT,"Fibriinin D-dimeerit, pikatesti, veri",NA,mg/l,NA,NA
23284,LABfi_TMP,-hetrark,-HeTrArk,Hemostaasi- ja trombosyyttilaboratorion arkisto,NA,,NA,NA
23291,LABfi_TMP,s-pistaae,S -PistaaE,"Pistaasi (f203), IgE vasta-aineet",NA,kU/l,NA,NA
23292,LABfi_TMP,s-makapäe,S -MakapäE,"Makadamia (f345), IgE vasta-aieet",NA,kU/l,NA,NA
23293,LABfi_TMP,s-sakspäe,S -SakspäE,"Saksanpähkinä (f256), IgE vasta-aineet",NA,kU/l,NA,NA
23294,LABfi_TMP,s-caspähe,S -CaspähE,"Cashewpähkinä (f202), IgE-vasta-aineet",NA,kU/l,NA,NA
23295,LABfi_TMP,s-pekpähe,S -PekpähE,"Pekaanipähkinä (f201), IgE vasta-aineet",NA,kU/l,NA,NA
23296,LABfi_TMP,s-malsppe,S -MalSppE,"Malassezia ssp (m227), IgE -vasta-aineet",NA,kU/l,NA,NA
23297,LABfi_TMP,b-panel-m,B -Panel-M,"Keskikokoinen geenipaneeli, veri",NA,Lausunto,NA,NA
23298,LABfi_TMP,ts-panel-m,Ts-Panel-M,"Keskikokoinen geenipaneeli, kudos",NA,Lausunto,NA,NA
23299,LABfi_TMP,b-vnp2y12,B -VNP2Y12,"P2Y12-reseptorieston seuranta,VerifyNow-laitteella, veri",NA,U,NA,NA
233,LABfi_TMP,ab-veioni3,aB-VeIoni3,Verikaasu-elektrol.paketti,NA,,NA,NA
23300,LABfi_TMP,b-vnaspi,B -VNASPI,"Trombosyytit, ASA-vasta VerifyNow-laitteella, veri",NA,U,NA,NA
23303,LABfi_TMP,s-pähcome,S -PähComE,"Pähkinäerittely ja komponentit, IgE-vasta-aineet",NA,,NA,NA
23304,LABfi_TMP,sp-var3,Sp-Var3,"Varaus, siittiöt",NA,Lausunto,NA,NA
23305,LABfi_TMP,al-var3,Al-Var3,"Varaus, alkiot",NA,Lausunto,NA,NA
23306,LABfi_TMP,-cv19seq,-CV19Seq,"COVID-19-koronavirustauti, sekvensointi",NA,,NA,NA
23307,LABfi_TMP,b-jak2e12,B -JAK2e12,JAK2-geenin eksonin 12 Sanger-sekvensointi,NA,Lausunto,NA,NA
23308,LABfi_TMP,u-krtkrea,U -KrtKrea,Kreatiini-kreatiniini-suhde,NA,,NA,NA
23311,LABfi_TMP,p-nfl,P -NFL,"Neurofilamentit, plasma",NA,ng/l,NA,NA
23312,LABfi_TMP,li-nfl,Li-NFL,"Neurofilamentit, selkäydinneste",NA,ng/l,NA,NA
23313,LABfi_TMP,b-tromsit,B -TromSit,"Trombosyytit, sitraattiveri",NA,10E9/l,NA,NA
23314,LABfi_TMP,s-cv19nab,S -CV19NAb,"Covid19 vasta-aineet, Cobas",NA,,NA,NA
23315,LABfi_TMP,pt-gfrekys,Pt-GFReKys,"Glomerulussuodosnopeus, estimoitu, kystatiini",NA,ml/min/A,NA,NA
23318,LABfi_TMP,b-crp-pt,B -CRP-PT,"C-reaktiivinen proteiini, pikatesti, veri",NA,mg/l,NA,NA
23319,LABfi_TMP,b-leuk-pt,B -Leuk-PT,"Leukosyytit, pikatesti, veri",NA,10E9/l,NA,NA
23321,LABfi_TMP,u-intp,U -INTP,Kollageeni I:n aminoterminaalinen telopeptidi,NA,suhde,NA,NA
23322,LABfi_TMP,-cv19-vt,-CV19-Vt,"SARS-CoV-2, (kval) hoitoyks. vieritesti",NA,Arvio,NA,NA
23323,LABfi_TMP,s-venlaf,S -Venlaf,Venlafaksiini,NA,nmol/l,NA,NA
23330,LABfi_TMP,fp-ctx,fP-CTX,Kollageeni I:n beta-karboksiterminaalinen telopeptidi,NA,ug/l,NA,NA
23331,LABfi_TMP,fp-iopth,fP-ioPTH,"Parathormoni, intraoperatiivinen",NA,pmol/l,NA,NA
23332,LABfi_TMP,-hivag,-HIVAg,"Human immunodeficiency virus,antigeeni",NA,,NA,NA
23333,LABfi_TMP,-hivab,-HIVAb,"Human immunodeficiency virus,vasta-aineet",NA,,NA,NA
23334,LABfi_TMP,b-vrabtnä,B -VRAbTNä,"Vasta-ainetunnistus, näytteenotto",NA,,NA,NA
23335,LABfi_TMP,b-pgx-d,B -PGx-D,"Farmakogeneettinen paneeli,DNA-tutkimus, veri",NA,,NA,NA
23336,LABfi_TMP,-abcg2,-ABCG2,"ABCG2-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23337,LABfi_TMP,-cyp2b6,-CYP2B6,"CYP2B6-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23338,LABfi_TMP,-cyp2c9,-CYP2C9,"CYP2C9-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23339,LABfi_TMP,-cyp2c19,-CYP2C19,"CYP2C19-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23340,LABfi_TMP,-cyp2d6,-CYP2D6,"CYP2D6-geenin variaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23341,LABfi_TMP,-cyp3a5,-CYP3A5,"CYP3A5-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23342,LABfi_TMP,-cyp4f2,-CYP4F2,"CYP4F2-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23343,LABfi_TMP,-dpyd,-DPYD,"DPYD-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23344,LABfi_TMP,-nudt15,-NUDT15,"NUDT15-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23345,LABfi_TMP,-slco1b1,-SLCO1B1,"SLCO1B1-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23346,LABfi_TMP,-tpmt,-TPMT,"TPMT-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23347,LABfi_TMP,-vkorc1,-VKORC1,"VKORC1-geenin nukleotidivariaatiot, DNA-tutkimus",NA,Lausunto,NA,NA
23350,LABfi_TMP,u-metad-o,U -Metad-O,Metadoni (kval),NA,Arvio,NA,NA
23358,LABfi_TMP,pu-luupavi,Pu-LuuPaVi,"Luupankkinäyte, viljely",NA,,NA,NA
23359,LABfi_TMP,u-mrsavi,U -MRSAVi,"Staphylococcus aureus, metisilliiniresistentti, vilj. virtsa",NA,,NA,NA
23364,LABfi_TMP,gi-deposit,Gi-Deposit,"Deposit, IgA- ja transglutaminaasi vasta-aine, suoli",NA,,NA,NA
23365,LABfi_TMP,gi-kelmark,Gi-KelMark,"Latentin keliakian markkeritutkimus, ohutsuolibiopsia",NA,Lausunto,NA,NA
23366,LABfi_TMP,gi-kelidep,Gi-KeliDep,"Latentin keliakina markkeri jaDeposit IgA, ohutsuoli",NA,Lausunto,NA,NA
23367,LABfi_TMP,pt-kons-1,Pt-Kons-1,"Patologian konsultaatiopyyntö,valmis näyte",NA,,NA,NA
23368,LABfi_TMP,pt-kons-2,Pt-Kons-2,"Patologian konsultaatiopyyntö,useita näytteitä",NA,,NA,NA
23369,LABfi_TMP,pt-kons-3,Pt-Kons-3,"Patologian konsultaatiopyyntö,useita näytteitä ja vaativa",NA,,NA,NA
23370,LABfi_TMP,ts-oncotdx,Ts-OncotDX,"Rintasyövän uusiutumisriski,OncotypeDX, kudos",NA,Lausunto,NA,NA
23373,LABfi_TMP,näytotfys,NäytOtFys,Fysiologian nollahintainen näytteenottotuote,NA,,NA,NA
23376,LABfi_TMP,b-vnpru,B -VNPRU,P2Y12-vastetulos VerifyNow-laitteella,NA,PRU,NA,NA
23377,LABfi_TMP,b-vninhib,B -VNinhib,P2Y12-inhibitioprosentti VerifyNow-laitteella,NA,%,NA,NA
23389,LABfi_TMP,pt-kotihol,Pt-KotiHol,Koti-Holter tutkimus,NA,,NA,NA
234,LABfi_TMP,vb-veioni3,vB-VeIoni3,Verikaasu-elektrol.paketti,NA,,NA,NA
23404,LABfi_TMP,ts-tupa500,Ts-TuPa500,Laaja NGS tuumoriprofilointi DNA+RNA (523+55 geeniä),NA,Lausunto,NA,NA
23405,LABfi_TMP,ts-tso500d,Ts-TSO500D,Laaja NGS tuumoriprofilointi DNA (523 geeniä),NA,Lausunto,NA,NA
23406,LABfi_TMP,ts-tso500r,Ts-TSO500R,Laaja NGS tuumoriprofilointi RNA (55 geenifuusiota),NA,Lausunto,NA,NA
23428,LABfi_TMP,mb-vekaion,mB-VekaIon,"Verikaasut, elektrolyytit ym.,dialyysi, koneveri",NA,,NA,NA
2347,LABfi_TMP,pt-metyrr1,Pt-MetyrR1,Metyraponi-koe 1,NA,,NA,NA
235,LABfi_TMP,fs-integra,fS-Integra,"Integra-paketti, rasvat",NA,,NA,NA
23500,LABfi_TMP,näytotavok,NäytOtAvok,"Näytteenotto, avokäynti",NA,,NA,NA
23501,LABfi_TMP,näyttotto,NäyttOtto,Näytteenotto,NA,,NA,NA
23502,LABfi_TMP,notto/muut,NOtto/Muut,"Näytteenotto, hoitoyksikön/potilaan ottama",NA,,NA,NA
2358,LABfi_TMP,s-mon-ab,S -Mon-Ab,"S -Mononukleoosi, vasta-aineet",NA,TITTERI,NA,NA
23581,LABfi_TMP,b-mkvan,B -MKvan,"Molekyylikaryotyypitys, vanhemman kontrollitutkimus, veri",NA,Lausunto,NA,NA
23585,LABfi_TMP,fp-aminohh,fP-AminohH,"Aminohapot, hoitoseuranta, plasma",NA,Lausunto,NA,NA
23586,LABfi_TMP,u-aminohh,U -AminohH,"Aminohapot, hoitoseuranta, virtsa",NA,Lausunto,NA,NA
236,LABfi_TMP,fp-integra,fP-Integra,"Integra-paketti, rasvat",NA,,NA,NA
2367,LABfi_TMP,s-mpn-ab,S -Mpn-Ab,"S -Mykoplasma pneumoniae,vasta-aineet",NA,TITTERI,NA,NA
237,LABfi_TMP,u-seula2,U -Seula2,Kemiallinen seulonta 2,NA,,NA,NA
23760,LABfi_TMP,du-na,dU-Na,Natrium,NA,mmol,2015000203,3002079
238,LABfi_TMP,b-hb-a1c,B -Hb-A1C,Hemoglobiini-A1C-paketti,NA,,NA,NA
23860,LABfi_TMP,u-na,U -Na,Natrium,NA,mmol/l,2015000205,3003181
2388,LABfi_TMP,l-nbt-koe,L -NBT-Koe,Leukosyyttien fagosytoositutkimus,NA,arvio,NA,NA
2388,LABfi_TMP,l-nbt-tes,L -NBT-Tes,Leukosyyttien NBT-Pelkistys,NA,arvio,NA,NA
239,LABfi_TMP,u-seulont,U -Seulont,Kemiallinen seulonta,NA,,NA,NA
2391,LABfi_TMP,b-cya,B -CyA,Syklosporiini,NA,ug/l,NA,NA
24,LABfi_TMP,-nefind,-NefInd,Nefelometripaketti Li+S,NA,,NA,NA
240,LABfi_TMP,s-t4-v/tsh,S-T4-V/TSH,T4-V/TSH-paketti,NA,,NA,NA
24000,LABfi_TMP,-hajapal,-HajaPal,Hajautettu näytteenottopalvelu,NA,,NA,NA
241,LABfi_TMP,u-solut,U -Solut,"Solut, virtsan",NA,,NA,NA
242,LABfi_TMP,fs-fetrpak,fS-FeTrPak,Rauta-transferriini-paketti,NA,,NA,NA
242,LABfi_TMP,sy-tilav,Sy-Tilav,"Tilavuus, nivelneste",NA,ml,NA,NA
243,LABfi_TMP,u-mikrosk,U -Mikrosk,"Mikroskopia, virtsan sakka",NA,Lausunto,NA,NA
24345,LABfi_TMP,-boppnho,-BoppNhO,Bordetella parapertussis nukleiinihappo (kval),NA,,2015000209,3037875
24350,LABfi_TMP,u-opiaa-o,U -Opiaa-O,Opiaatit (kval),NA,Arvio,NA,NA
24351,LABfi_TMP,u-opiaa,U -Opiaa,Opiaatit,NA,,NA,NA
24352,LABfi_TMP,u-opiaa-o,U -Opiaa-O,Opiaatit (kval),NA,Arvio,NA,NA
2437,LABfi_TMP,u-orgah,U -Orgah,Orgaaniset hapot,NA,Lausunto,NA,NA
244,LABfi_TMP,fp-fetrpak,fP-FeTrPak,Rauta-transferriini-paketti,NA,,2015000344,3001729
244,LABfi_TMP,sy-väri,Sy-Väri,"Väri, nivelneste",NA,,2015000344,3001729
245,LABfi_TMP,u-tutk,U -Tutk,"Perustutkimukset, virtsan",NA,,NA,NA
2454,LABfi_TMP,b-para-0,B -Para-0,B -Parasiitit (kval),NA,,NA,NA
2464,LABfi_TMP,s-pepsin1,S -Pepsin1,Pepsinogeeni I,NA,ug/l,NA,NA
2464,LABfi_TMP,p-pepsin1,P -Pepsin1,Pepsinogeeni I,NA,ug/l,NA,NA
247,LABfi_TMP,u-ph,U -pH,Happamuusaste,NA,,NA,NA
2474,LABfi_TMP,b-pvk,B -PVK,Perusverenkuva ja trombosyytit,NA,,NA,NA
2481,LABfi_TMP,s-pne-ab,S -Pne-Ab,S -Pneumokokkipolysakkaridivasta-aineet,NA,,NA,NA
2483,LABfi_TMP,s-plih-ab,S -Plih-Ab,"S -Poikkijuovalihas,vasta-aineet",NA,TITTERI,NA,NA
2484,LABfi_TMP,-pcc-o,-Pcc-O,-Pneumocystis carinii (kval),NA,,NA,NA
2484,LABfi_TMP,s-pol-ab,S -Pol-Ab,"S -Poliovirus, vasta-aineet",NA,titteri,NA,NA
2487,LABfi_TMP,u-pbg -o,U -PBG -O,Porfobilinogeeni (kval),NA,Arvio,NA,NA
24896,LABfi_TMP,-infanho,-InfANhO,"Influenssa A-virus, nukleiinihappo (kval)",NA,,2015000215,3032475
24897,LABfi_TMP,-adennho,-AdenNho,"Adenovirus, nukleiinihappo (kval)",NA,,2015000216,40763314
2491,LABfi_TMP,e-porf-o,E -Porf-O,Porfyriinit (kval),NA,Lausunto,NA,NA
2493,LABfi_TMP,du-porf-o,dU-Porf -O,"Porfyriinit (kval), vuorokausivirtsa",NA,nmol,NA,NA
2493,LABfi_TMP,u-porf -o,U -Porf -O,Porfyriinit (kval),NA,Arvio,NA,NA
24940,LABfi_TMP,f-noronho,F -NoroNhO,"Norovirus, nukleiinihappo (kval), uloste",NA,,NA,NA
25,LABfi_TMP,fs-rf,fS-Rf,"fS-Reumafaktori, paketti",NA,,NA,NA
250,LABfi_TMP,u-gluk,U -Gluk,"Glukoosipaketti, virtsa",NA,,NA,NA
2503,LABfi_TMP,s-c-pept,S -C-Pept,"C-peptidi, proinsuliinin",NA,nmol/l,NA,NA
2504,LABfi_TMP,ikäriski,Ikäriski,Iän perusteella laskettu riski,NA,,NA,NA
25050,LABfi_TMP,s-hs1-2abg,S-HS1-2AbG,"Herpes simplex-virus tyyppi1-2, IgG vasta-aineet",NA,,NA,NA
25053,LABfi_TMP,lihs1-2abg,LiHS1-2AbG,"Herpes simplex-virus, tyypit1-2, IgG vasta-aineet",NA,,NA,NA
25070,LABfi_TMP,s-prl,S -PRL,Prolaktiini,NA,mU/l,NA,NA
251,LABfi_TMP,u-prot-o,U -Prot-O,Proteiini (kval),NA,Arvio,NA,NA
25130,LABfi_TMP,du-prot,dU-Prot,Proteiini,NA,g,2015000218,3020876
25190,LABfi_TMP,u-prot,U -Prot,Proteiini,NA,g/l,2015000219,3037121
252,LABfi_TMP,u-amyl,U -Amyl,Amylaasipaketti,NA,,NA,NA
2525,LABfi_TMP,ts-resepto,Ts-Resepto,Ts-Reseptoritutkimus,NA,,NA,NA
253,LABfi_TMP,u-gluk-o,U -Gluk-O,Glukoosi (kval),NA,Arvio,NA,NA
25317,LABfi_TMP,sa-hla-d,Sa-HLA-D,"Sylkikitti, DNA-eristys",NA,Lausunto,NA,NA
25353,LABfi_TMP,b-kird,B -KIRD,"B -KIR, DNA-tutkimus",NA,,NA,NA
2537,LABfi_TMP,e-pporf,E -Pporf,Protoporfyriini,NA,nmol/l,NA,NA
2557,LABfi_TMP,s-qfevab,S -QFevAb,"S -Q-Kuume, vasta-aineet(Rickettsia)",NA,titteri,NA,NA
2561,LABfi_TMP,s-ffa,S -FFA,"Rasvahapot, vapaat",NA,mmol/l,NA,NA
2574,LABfi_TMP,p-reniini,P -Reniini,Reniini,NA,ug/l/h,NA,NA
2574,LABfi_TMP,p-renin,P -Renin,Reniini,NA,ug/l/h,NA,NA
2577,LABfi_TMP,-rsvag,-RSVAg,"Respiratory syncytial virus,antigeeni",NA,,NA,NA
25810,LABfi_TMP,b-retik,B -Retik,Retikulosyytit (lask.),NA,10E9/l,2015000224,3023520
2592,LABfi_TMP,s-rh-ab,S -Rh-Ab,"Rh, vasta-aineet",NA,Arvio,NA,NA
2594,LABfi_TMP,f-rot-ag,F -Rot-Ag,"F -Rotavirus, antigeeni",NA,arvio,NA,NA
2596,LABfi_TMP,s-rot-ab,S -Rot-Ab,"S -Rotavirus, vasta-aineet",NA,TITTERI,NA,NA
26,LABfi_TMP,lausunto,LAUSUNTO,VIROLOGIAN LAUSUNTO,NA,,NA,NA
261,LABfi_TMP,-kskäynt,-KSkäynt,Kotikäynti,NA,,NA,NA
2611,LABfi_TMP,u-schi-o,U -Schi-O,"-Schistosoma,kvalitatiivinen(Bilhartsia)",NA,,NA,NA
2614,LABfi_TMP,pt-sekr-r,Pt-Sekr-R,Sekretiinikoe,NA,,NA,NA
2616,LABfi_TMP,p-se,P -Se,Seleeni,NA,umol/l,NA,NA
26194,LABfi_TMP,-infbnho,-InfBNhO,"Influenssa B-virus, nukleiinihappo (kval)",NA,,2015000229,3024794
26199,LABfi_TMP,-pinfnho,-PinfNhO,"Parainfluenssavirus, nukleiinihappo (kval)",NA,,2015000230,40764126
2623,LABfi_TMP,s-kud-ab,S -Kud-Ab,"S -Kudos, vasta-aineet",NA,titteri,NA,NA
26291,LABfi_TMP,sp-pesu,Sp-Pesu,"Siemenneste, koepesu",NA,Lausunto,NA,NA
26292,LABfi_TMP,sp-vita,Sp-Vita,Siittiöiden elävyystesti,NA,Lausunto,NA,NA
26293,LABfi_TMP,sp-morf,Sp-Morf,Siittiöiden morfologiatutkimus,NA,Lausunto,NA,NA
26294,LABfi_TMP,sp-frag,Sp-Frag,Siittiöiden fragmentaatiotesti,NA,Lausunto,NA,NA
26295,LABfi_TMP,sp-pak-3,Sp-Pak-3,"Siemenneste, pakastus ja säilytys 3 vuotta",NA,Lausunto,NA,NA
26296,LABfi_TMP,sp-pak,Sp-Pak,"Siemenneste, pakastus",NA,Lausunto,NA,NA
26297,LABfi_TMP,säilytys1s,Säilytys1S,"Säilytys 1 vuosi, sperma",NA,Lausunto,NA,NA
26298,LABfi_TMP,sp-säil2v,Sp-Säil2v,"Siemenneste, säilytys 2 vuotta",NA,Lausunto,NA,NA
26299,LABfi_TMP,ova-pak-3,Ova-Pak-3,Munasarjakudoksen pakastus jasäilytys 3 vuotta,NA,Lausunto,NA,NA
263,LABfi_TMP,u-alb-o,U -Alb-O,Albumiini (kval),NA,Arvio,NA,NA
26300,LABfi_TMP,sp-vase,Sp-Vase,Vasektomiakontrolli,NA,Lausunto,NA,NA
26301,LABfi_TMP,al-säil1v,Al-Säil1v,"Alkiot, säilytys 1 vuosi",NA,Lausunto,NA,NA
26301,LABfi_TMP,em-säil1v,Em-Säil1v,"Alkiot, säilytys 1 vuosi",NA,Lausunto,NA,NA
26302,LABfi_TMP,al-säil2v,Al-Säil2v,"Alkiot, säilytys 2 vuotta",NA,Lausunto,NA,NA
26302,LABfi_TMP,em-säil2v,Em-Säil2v,"Alkiot, säilytys 2 vuotta",NA,Lausunto,NA,NA
26303,LABfi_TMP,säilytys1o,Säilytys1O,"Säilytys 1 vuotta, munasolu",NA,Lausunto,NA,NA
26304,LABfi_TMP,oo-säil2v,Oo-Säil2v,"Munasolut, säilytys 2 vuotta",NA,Lausunto,NA,NA
26305,LABfi_TMP,pt-ivf,Pt-IVF,Koeputkihedelmöityshoito,NA,Lausunto,NA,NA
26306,LABfi_TMP,pt-icsi,Pt-ICSI,Mikrohedelmöityshoito,NA,Lausunto,NA,NA
26307,LABfi_TMP,pt-pas,Pt-PAS,"Pakastealkio, sulatus ja siirto",NA,Lausunto,NA,NA
26308,LABfi_TMP,sp-hoito,Sp-Hoito,"Siemenneste, käsittely hedelmöityshoitoa varten",NA,Lausunto,NA,NA
26309,LABfi_TMP,sp-picsi,Sp-PICSI,"Siittiöt, kypsien valinta mikrohedelmöitykseen",NA,Lausunto,NA,NA
26310,LABfi_TMP,oo-ca-akt,Oo-Ca-akt,"Munasolut, kalsiumaktivaatio",NA,Lausunto,NA,NA
26311,LABfi_TMP,em-aha,Em-AHA,"Alkio, kuoren avaus",NA,Lausunto,NA,NA
26312,LABfi_TMP,sp-tese,Sp-TESE,"Siittiöt, keräys kiveskudoksesta",NA,Lausunto,NA,NA
26313,LABfi_TMP,sp-mtese,Sp-mTESE,"Siittiöt, keräys kiveskudoksesta mikroskooppileikkauksessa",NA,Lausunto,NA,NA
26314,LABfi_TMP,pt-etliuos,Pt-ETLiuos,"Erityisliuos, alkionsiirto",NA,Lausunto,NA,NA
26315,LABfi_TMP,em-viliuos,Em-ViLiuos,"Erityisliuos, alkionviljely",NA,Lausunto,NA,NA
26316,LABfi_TMP,ov-pak,Ov-Pak,"Munasarjakudos, pakastus",NA,Lausunto,NA,NA
26317,LABfi_TMP,ov-sul,Ov-Sul,"Munasarjakudos, sulatus",NA,Lausunto,NA,NA
26318,LABfi_TMP,oo-pak,Oo-Pak,"Munasolut, pakastus",NA,Lausunto,NA,NA
26319,LABfi_TMP,oo-sul,Oo-Sul,"Munasolut, sulatus",NA,Lausunto,NA,NA
26320,LABfi_TMP,pt-säil3v,Pt-Säil3v,"Sukusolut ja sukusolukudokset,säilytys 3 vuotta, TAYS",NA,Lausunto,NA,NA
2639,LABfi_TMP,s-zn,S -Zn,Sinkki,NA,umol/l,NA,NA
264,LABfi_TMP,palvelu,Palvelu,Palvelumaksu,NA,,NA,NA
26400,LABfi_TMP,muuosoite,MUUOSOITE,Muu osoite,NA,,NA,NA
26401,LABfi_TMP,vos,VOS,Muu vastausosoite,NA,,NA,NA
26402,LABfi_TMP,los,LOS,Muu laskutusosoite,NA,,NA,NA
26403,LABfi_TMP,tos,TOS,Turvakieltoasiakkaan osoite,NA,,NA,NA
26404,LABfi_TMP,msit,MSIT,Maksusitoumus,NA,,NA,NA
26405,LABfi_TMP,suolseul,Suolseul,Suolistoseulonta,NA,,NA,NA
26466,LABfi_TMP,-ncovnho,-NCovNhO,"COVID-19-koronavirustauti, nukleiinihappo (kval)",NA,,2015000235,586526
265,LABfi_TMP,näytt.otto,Näytt.otto,Näytteenotto,NA,,NA,NA
266,LABfi_TMP,erit.n.ott,Erit.n.ott,"Erityisnäytteenotto (PAPA,EKG yms)",NA,,NA,NA
267,LABfi_TMP,toim.-koe,Toim.-koe,Näytteenotto toimintakokeessa,NA,,NA,NA
27,LABfi_TMP,kommentti,KOMMENTTI,KOMMENTTI,NA,,NA,NA
271,LABfi_TMP,pt-krea-cl,Pt-Krea-Cl,"Kreatiniinin poistuma, paketti",NA,,NA,NA
272,LABfi_TMP,sy-neut+eo,Sy-Neut+Eo,"Neutrofiilit+Eosinofiilit, nivelneste",NA,%,NA,NA
272,LABfi_TMP,sy-gran,Sy-Gran,"Granulosyytit, nivelneste",NA,%,NA,NA
2721,LABfi_TMP,s-sydl-ab,S -Sydl-Ab,"S -Sydänlihas,vasta-aineet",NA,TITTERI,NA,NA
2725,LABfi_TMP,s-sylr-ab,S -Sylr-Ab,"S -Sylkirauhanen, vasta-aineet",NA,titteri,NA,NA
2737,LABfi_TMP,5-shbg,5 -SHBG,Sukupuolihormoneja sitova globuliini,NA,nmol/l,NA,NA
2744,LABfi_TMP,s-tobra,S -Tobra,Tobramysiini,NA,mg/l,NA,NA
27440,LABfi_TMP,s-tob,S -TOB,Tobramysiini,NA,mg/l,NA,NA
2745,LABfi_TMP,s-toxo-ab,S -Toxo-Ab,"S -Toksoplasma,vasta-aineet(EIA)",NA,,NA,NA
275,LABfi_TMP,s-li,S -Li,Litiumpaketti,NA,,NA,NA
276,LABfi_TMP,fp-laktaat,fP-Laktaat,Laktaattipaketti,NA,,NA,NA
2761,LABfi_TMP,pt-trh-lrh,Pt-TRH-LRH,TRH-LRH-koe,NA,,NA,NA
2764,LABfi_TMP,fl-trichna,Fl-TrichNa,"Fl-Trichomonas ja hiiva, natiivivalmiste",NA,,NA,NA
2770,LABfi_TMP,fp-trigly,fP-Trigly,Triglyseridit,NA,mmol/l,NA,NA
2777,LABfi_TMP,s-trikab,S -TrikAb,"S -Trikiini,vasta-aineet",NA,LAUSUNT,NA,NA
279,LABfi_TMP,p-bil-l,P -Bil-L,"Bilirubiini, lapset, paketti",NA,,NA,NA
2794,LABfi_TMP,t-cdw,T -CDW,"Trombosyytit, kokojakaumaind.",NA,%,NA,NA
28,LABfi_TMP,s-ast,S -AST,S -Antistreptolysiinipaketti,NA,,NA,NA
280,LABfi_TMP,s-tni,S -TnI,"Troponiini I, paketti",NA,,NA,NA
281,LABfi_TMP,p-fidd,P -FIDD,Fibriinin D-dimeeri-paketti,NA,,NA,NA
2814,LABfi_TMP,s-tubm-ab,S -Tubm-Ab,"S -Tubulustyvikalvo,vasta-aineet",NA,titteri,NA,NA
2816,LABfi_TMP,s-frtuab,S -FrtuAb,"Francisella tularensis,vasta-aineet",NA,titteri,NA,NA
2818,LABfi_TMP,-tula-vi,-Tula-Vi,"-Tularemia,viljely",NA,,NA,NA
